	id	model_type	name	readonly	readwrite	requirement
1361	epsilon1N6dAMP_m	Metabolite	1,N6-etheno-2'-deoxyadenosine monophosphate	-	x	x
1362	epsilon3N4dC_m	Metabolite	3,N4-etheno-2'-deoxycytidine	-	x	x
1363	epsilon3N4dCMP_m	Metabolite	3,N4-etheno-2'-deoxycytidine monophosphate	-	x	x
1364	epsilonN23dG_m	Metabolite	N2,3-etheno-2'-deoxyguanosine	-	x	x
1365	epsilonN23dGMP_m	Metabolite	N2,3-etheno-2'-deoxyguanosine monophosphate	-	x	x
1366	ethidium_m	Metabolite	Ethidium	-	x	x
1367	ETN_m	Metabolite	ethanolamine	-	x	x
1368	F1P_m	Metabolite	D-Fructose 1-phosphate	-	x	x
1369	f5dU_m	Metabolite	5-formyl-2'-deoxyuridine	-	x	x
1370	f5dUMP_m	Metabolite	5-formyl-2'-deoxyuridine monophosphate	-	x	x
1371	F6P_m	Metabolite	D-Fructose 6-phosphate	-	x	x
1372	FAD_m	Metabolite	flavin adenine dinucleotide, oxidized	-	x	x
1373	FADH2_m	Metabolite	flavin adenine dinucleotide, reduced	-	x	x
1374	FALD_m	Metabolite	formaldehyde	-	x	x
1375	FAPydA_m	Metabolite	N4-(2-Deoxy-alpha,beta-D-erythro-pentofuranosyl)-4,6-diamino-5-formamidopyrimidine	-	x	x
1376	FAPydAMP_m	Metabolite	N4-(2-Deoxy-alpha,beta-D-erythro-pentofuranosyl)-4,6-diamino-5-formamidopyrimidine monophosphate	-	x	x
1377	FAPydG_m	Metabolite	N6-(2-Deoxy-α,β-d-erythro-pentofuranosyl)-2,6-diamino-4-hydroxy-5-formamidopyrimidine	-	x	x
1378	FAPydGMP_m	Metabolite	N6-(2-Deoxy-α,β-d-erythro-pentofuranosyl)-2,6-diamino-4-hydroxy-5-formamidopyrimidine monophosphate	-	x	x
1379	FDP_m	Metabolite	D-Fructose 1,6-bisphosphate	-	x	x
1380	FE2_m	Metabolite	ferrous iron	-	x	x
1381	FE3_m	Metabolite	ferric iron	-	x	x
1382	FMET_m	Metabolite	N-Formyl-L-methionine	-	x	x
1383	FMN_m	Metabolite	flavin mononucleotide, oxidized	-	x	x
1384	FMNH2_m	Metabolite	flavin mononucleotide, reduced	-	x	x
1385	FOR_m	Metabolite	Formate	-	x	x
1386	FRU_m	Metabolite	D-Fructose	-	x	x
1387	FTHF10_m	Metabolite	10-formyl-tetrahydrofolate	-	x	x
1388	FTHF5_m	Metabolite	5-formyltetrahydrofolate	-	x	x
1389	FUC1P_m	Metabolite	L-fucose 1-phosphate	-	x	x
1390	G1P_m	Metabolite	D-Glucose 1-phosphate	-	x	x
1391	G23CMP_m	Metabolite	2',3'-Cyclic GMP	-	x	x
1392	G2P_m	Metabolite	D-Glycerate 2-phosphate	-	x	x
1393	G3MP_m	Metabolite	3'-GMP	-	x	x
1394	G3P_m	Metabolite	3-Phospho-D-glycerate	-	x	x
1395	G6P_m	Metabolite	D-Glucose 6-phosphate	-	x	x
1396	GalCer16_m	Metabolite	galactosyl-β-Ceramide (d18:1/16:0)	-	x	x
1397	GalDAG160_m	Metabolite	galactosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1398	GalDAG161_m	Metabolite	galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1399	GalDAG181_m	Metabolite	galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1400	GalGalCer16_m	Metabolite	galactosyl-α1-4-galactosyl-β-Ceramide (d18:1/16:0)	-	x	x
1401	GalGalDAG160_m	Metabolite	galactosyl-α1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1402	GalGalDAG161_m	Metabolite	galactosyl-α1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1403	GalGalDAG181_m	Metabolite	galactosyl-α1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1404	GalGalGalDAG160_m	Metabolite	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1405	GalGalGalDAG161_m	Metabolite	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1406	GalGalGalDAG181_m	Metabolite	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1407	GalGalGlcCer16_m	Metabolite	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-Ceramide (d18:1/16:0)	-	x	x
1408	GalGalGlcDAG160_m	Metabolite	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1409	GalGalGlcDAG161_m	Metabolite	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1410	GalGalGlcDAG181_m	Metabolite	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1411	GalGlcCer16_m	Metabolite	galactosyl-β1-4-glucosyl-β-Ceramide (d18:1/16:0)	-	x	x
1412	GalGlcDAG160_m	Metabolite	galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1413	GalGlcDAG161_m	Metabolite	galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1414	GalGlcDAG181_m	Metabolite	galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1415	GDP_m	Metabolite	GDP	-	x	x
1416	GDPTP_m	Metabolite	Guanosine 3'-diphosphate 5'-triphosphate	-	x	x
1417	GL_m	Metabolite	glycerol	-	x	x
1418	GL2P_m	Metabolite	Glycerol 2-phosphate	-	x	x
1419	GL3P_m	Metabolite	Glycerol 3-phosphate	-	x	x
1420	GLC_m	Metabolite	D-Glucose	-	x	x
1421	GlcCer16_m	Metabolite	glucosyl-β-Ceramide (d18:1/16:0)	-	x	x
1422	GlcDAG160_m	Metabolite	glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1423	GlcDAG161_m	Metabolite	glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1424	GlcDAG181_m	Metabolite	glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1425	GlcGalCer16_m	Metabolite	glucosyl-β1-4-galactosyl-β-Ceramide (d18:1/16:0)	-	x	x
1426	GlcGalDAG160_m	Metabolite	glucosyl-β1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1427	GlcGalDAG161_m	Metabolite	glucosyl-β1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1428	GlcGalDAG181_m	Metabolite	glucosyl-β1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1429	GlcGalGalDAG160_m	Metabolite	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1430	GlcGalGalDAG161_m	Metabolite	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1431	GlcGalGalDAG181_m	Metabolite	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1432	GlcGalGlcDAG160_m	Metabolite	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1433	GlcGalGlcDAG161_m	Metabolite	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1434	GlcGalGlcDAG181_m	Metabolite	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1435	GlcGlcDAG160_m	Metabolite	glucosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1436	GlcGlcDAG161_m	Metabolite	glucosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1437	GlcGlcDAG181_m	Metabolite	glucosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1438	GlcGlcGlcDAG160_m	Metabolite	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1439	GlcGlcGlcDAG161_m	Metabolite	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1440	GlcGlcGlcDAG181_m	Metabolite	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1441	glchm5dC_m	Metabolite	beta-D-glucosylhydroxymethyl-2'-deoxycytidine	-	x	x
1442	glchm5dCMP_m	Metabolite	beta-D-glucosylhydroxymethyl-2'-deoxycytidine monophosphate	-	x	x
1443	glchm5dU_m	Metabolite	beta-D-glucosylhydroxymethyl-2'-deoxyuridine	-	x	x
1444	glchm5dUMP_m	Metabolite	beta-D-glucosylhydroxymethyl-2'-deoxyuridine monophosphate	-	x	x
1445	GLN_m	Metabolite	L-glutamine	-	x	x
1446	GlnGln_m	Metabolite	L-glutaminyl-L-glutamine	-	x	x
1447	GLU_m	Metabolite	L-Glutamate	-	x	x
1448	gludT_m	Metabolite	a-glutamyl-2'-deoxythymidine	-	x	x
1449	gludTMP_m	Metabolite	a-glutamyl-2'-deoxythymidine monophosphate	-	x	x
1450	GluGlu_m	Metabolite	L-glutamyl-L-glutamic acid	-	x	x
1451	GLY_m	Metabolite	glycine	-	x	x
1452	GlyGly_m	Metabolite	L-glycyl-L-glycine	-	x	x
1453	Gm_m	Metabolite	2'-O-methylguanosine	-	x	x
1454	GmMP_m	Metabolite	2'-O-methylguanosine monophosphate	-	x	x
1455	GMP_m	Metabolite	GMP	-	x	x
1456	GMP_Lysine_m	Metabolite	GMP-lysine	-	x	x
1457	GMP_Mor_m	Metabolite	GMP-morpholidate	-	x	x
1458	GN_m	Metabolite	guanine	-	x	x
1459	GPCH_m	Metabolite	sn-Glycero-3-phosphocholine	-	x	x
1460	GPE_m	Metabolite	sn-Glycero-3-phosphoethanolamine	-	x	x
1461	GPG_m	Metabolite	Glycerophosphoglycerol	-	x	x
1462	GPI_m	Metabolite	sn-Glycero-3-phospho-1-inositol	-	x	x
1463	GPS_m	Metabolite	Glycerophosphoserine	-	x	x
1464	GSN_m	Metabolite	guanosine	-	x	x
1465	GTP_m	Metabolite	GTP	-	x	x
1466	H_m	Metabolite	hydrogen ion	-	x	x
1467	H2O_m	Metabolite	water	-	x	x
1468	H2O2_m	Metabolite	hydrogen peroxide	-	x	x
1469	HCYS_m	Metabolite	L-homocysteine	-	x	x
1470	HDCA_m	Metabolite	Hexadecanoate (n-C16:0)	-	x	x
1471	HDCEA_m	Metabolite	Hexadecenoate (n-C16:1)	-	x	x
1472	HDECEG3P_m	Metabolite	1-hexadecanoyl-sn-glycerol 3-phosphate	-	x	x
1473	HDECG3P_m	Metabolite	1-hexadec-9-enoyl-sn-glycerol 3-phosphate	-	x	x
1474	HIS_m	Metabolite	L-Histidine	-	x	x
1475	HisHis_m	Metabolite	L-histidyl-L-histidine	-	x	x
1476	hm3dC_m	Metabolite	3'-hydroxymethyl-2'-deoxycytidine	-	x	x
1477	hm3dCMP_m	Metabolite	3'-hydroxymethyl-2'-deoxycytidine monophosphate	-	x	x
1478	hm5dC_m	Metabolite	5'-hydroxymethyl-2'-deoxycytidine	-	x	x
1479	hm5dCMP_m	Metabolite	5'-hydroxymethyl-2'-deoxycytidine monophosphate	-	x	x
1480	hm5dU_m	Metabolite	5-hydroxymethyl-2'-deoxyuridine	-	x	x
1481	hm5dUMP_m	Metabolite	5-hydroxymethyl-2'-deoxyuridine monophosphate	-	x	x
1482	hm5hydantoin_dRibose_m	Metabolite	2'-deoxy-3'-(5-hydroxy-5-methyl-hydantoin)-ribose	-	x	x
1483	hm5hydantoin_dRiboseMP_m	Metabolite	2'-deoxy-3'-(5-hydroxy-5-methyl-hydantoin)-ribose monophosphate	-	x	x
1484	ho5dC_m	Metabolite	5-Hydroxy-2'-deoxycytidine	-	x	x
1485	ho5dCMP_m	Metabolite	5-Hydroxy-2'-deoxycytidine monophosphate	-	x	x
1486	ho5dU_m	Metabolite	5-hydroxy-2'-deoxyuridine	-	x	x
1487	ho5dUMP_m	Metabolite	5-hydroxy-2'-deoxyuridine monophosphate	-	x	x
1488	ho5ho6dT_m	Metabolite	5-hydroxy-6-hydroxy-2'-deoxythymidine	-	x	x
1489	ho5ho6dTMP_m	Metabolite	5-hydroxy-6-hydroxy-2'-deoxythymidine monophosphate	-	x	x
1490	ho5ho6dU_m	Metabolite	5-hydroxy-6-hydroxy-2'-deoxyuridine	-	x	x
1491	ho5ho6dUMP_m	Metabolite	5-hydroxy-6-hydroxy-2'-deoxyuridine monophosphate	-	x	x
1492	ho5hydantoin_dRibose_m	Metabolite	2'-deoxy-3'-(5-hydroxyhydantoin)-ribose	-	x	x
1493	ho5hydantoin_dRiboseMP_m	Metabolite	2'-deoxy-3'-(5-hydroxyhydantoin)-ribose monophosphate	-	x	x
1494	HPHPYR_m	Metabolite	3-(4-Hydroxyphenyl)pyruvate	-	x	x
1495	hydride_m	Metabolite	hydride	-	x	x
1496	hydroxyl_radical_m	Metabolite	hydroxyl radical	-	x	x
1497	HYXN_m	Metabolite	hypoxanthine	-	x	x
1498	IDP_m	Metabolite	IDP	-	x	x
1499	ILE_m	Metabolite	L-Isoleucine	-	x	x
1500	IleIle_m	Metabolite	L-isoleucyl-L-isoleucine	-	x	x
1501	IMP_m	Metabolite	IMP	-	x	x
1502	INOS_m	Metabolite	myo-inositol	-	x	x
1503	INS_m	Metabolite	inosine	-	x	x
1504	ITP_m	Metabolite	ITP	-	x	x
1505	K_m	Metabolite	potassium ion	-	x	x
1506	k2C_m	Metabolite	lysidine	-	x	x
1507	k2CMP_m	Metabolite	lysidine monophosphate	-	x	x
1508	LAC_m	Metabolite	D-lactate	-	x	x
1509	LEU_m	Metabolite	L-Leucine	-	x	x
1510	LeuLeu_m	Metabolite	L-leucyl-L-leucine	-	x	x
1511	LIPOATE_m	Metabolite	lipoate	-	x	x
1512	LIPOYLAMP_m	Metabolite	lipoyl-AMP	-	x	x
1513	LIPOYLLYS_m	Metabolite	N(6)-(lipoyl)lysine	-	x	x
1514	lomefloxacin_m	Metabolite	Lomefloxacin	-	x	x
1515	LYS_m	Metabolite	L-Lysine	-	x	x
1516	LysLys_m	Metabolite	L-lysyl-L-lysine	-	x	x
1517	m1dA_m	Metabolite	1-methyl-2'-deoxyadenosine	-	x	x
1518	m1dAMP_m	Metabolite	1-methyl-2'-deoxyadenosine monophosphate	-	x	x
1519	m1dG_m	Metabolite	1-methyl-2'-deoxyguanosine	-	x	x
1520	m1dGMP_m	Metabolite	1-methyl-2'-deoxyguanosine monophosphate	-	x	x
1521	m1G_m	Metabolite	1-methylguanosine	-	x	x
1522	m1GMP_m	Metabolite	1-methylguanosine monophosphate	-	x	x
1523	m2G_m	Metabolite	N(2)-methylguanosine	-	x	x
1524	m2GMP_m	Metabolite	N(2)-methylguanosine monophosphate	-	x	x
1525	m3dA_m	Metabolite	3-methyl-2'-deoxyadenosine	-	x	x
1526	m3dAMP_m	Metabolite	3-methyl-2'-deoxyadenosine monophosphate	-	x	x
1527	m3dC_m	Metabolite	3-methyl-2'-deoxycytidine	-	x	x
1528	m3dCMP_m	Metabolite	3-methyl-2'-deoxycytidine monophosphate	-	x	x
1529	m3dG_m	Metabolite	3-methyl-2'-deoxyguanosine	-	x	x
1530	m3dGMP_m	Metabolite	3-methyl-2'-deoxyguanosine monophosphate	-	x	x
1531	m3dT_m	Metabolite	3'-methyl-2'-deoxythymidine	-	x	x
1532	m3dTMP_m	Metabolite	3'-methyl-2'-deoxythymidine monophosphate	-	x	x
1533	m4dC_m	Metabolite	4-methyl-2'-deoxycytidine	-	x	x
1534	m4dCMP_m	Metabolite	4-methyl-2'-deoxycytidine monophosphate	-	x	x
1535	m5C_m	Metabolite	5-methylcytidine	-	x	x
1536	m5CMP_m	Metabolite	5-methylcytidine monophosphate	-	x	x
1537	m5dC_m	Metabolite	5-methyl-2'-deoxycytidine	-	x	x
1538	m5dCMP_m	Metabolite	5-methyl-2'-deoxycytidine monophosphate	-	x	x
1539	m62A_m	Metabolite	N6,N6-dimethyladenosine	-	x	x
1540	m62AMP_m	Metabolite	N6,N6-dimethyladenosine monophosphate	-	x	x
1541	m6A_m	Metabolite	N(6)-methyladenine	-	x	x
1542	m6AMP_m	Metabolite	N(6)-methyladenine monophosphate	-	x	x
1543	m6dA_m	Metabolite	6-methyl-2'-deoxyadenosine	-	x	x
1544	m6dAMP_m	Metabolite	6-methyl-2'-deoxyadenosine monophosphate	-	x	x
1545	m7dA_m	Metabolite	7-methyl-2'-deoxyadenosine	-	x	x
1546	m7dAMP_m	Metabolite	7-methyl-2'-deoxyadenosine monophosphate	-	x	x
1547	m7dG_m	Metabolite	7-methyl-2'-deoxyguanosine	-	x	x
1548	m7dGMP_m	Metabolite	7-methyl-2'-deoxyguanosine monophosphate	-	x	x
1549	m7G_m	Metabolite	7-methylguanosine	-	x	x
1550	m7GMP_m	Metabolite	7-methylguanosine monophosphate	-	x	x
1551	m8dG_m	Metabolite	8-methyl-2'-deoxyguanosine	-	x	x
1552	m8dGMP_m	Metabolite	8-methyl-2'-deoxyguanosine monophosphate	-	x	x
1553	MAL_m	Metabolite	L-Malate	-	x	x
1554	MAN_m	Metabolite	D-Mannose	-	x	x
1555	MAN1P_m	Metabolite	D-Mannose 1-phosphate	-	x	x
1556	MAN6P_m	Metabolite	D-Mannose 6-phosphate	-	x	x
1557	MET_m	Metabolite	L-Methionine	-	x	x
1558	METHF_m	Metabolite	5,10-methyltetrahydrofolate	-	x	x
1559	methylRed_m	Metabolite	4′-dimethylaminoazobenzene-2-carboxylic acid	-	x	x
1560	METHYL_OCDCEA_m	Metabolite	methyl oleate	-	x	x
1561	MetMet_m	Metabolite	L-methionyl-L-methionine	-	x	x
1562	METSOXRL_m	Metabolite	L-Methionine-R-Sulfoxide	-	x	x
1563	METSOXSL_m	Metabolite	L-Methionine-S-Sulfoxide	-	x	x
1564	METTHF_m	Metabolite	5,10-Methylenetetrahydrofolate	-	x	x
1565	MG_m	Metabolite	magnesium ion	-	x	x
1566	MN_m	Metabolite	manganese ion	-	x	x
1567	MO_m	Metabolite	molybdenum ion	-	x	x
1568	MOBD_m	Metabolite	Molybdate	-	x	x
1569	MONOBUTYRIN_m	Metabolite	1-monobutyrin	-	x	x
1570	MOR_m	Metabolite	morpholine	-	x	x
1571	MTHF_m	Metabolite	5-Methyltetrahydrofolate	-	x	x
1572	n2dA_m	Metabolite	2-amino-2'-deoxyadenosine	-	x	x
1573	n2dAMP_m	Metabolite	2-amino-2'-deoxyadenosine monophosphate	-	x	x
1574	NA_m	Metabolite	sodium ion	-	x	x
1575	NAAD_m	Metabolite	nicotinic acid adenine dinucleotide	-	x	x
1576	NAC_m	Metabolite	nicotinate	-	x	x
1577	NAD_m	Metabolite	nicotinamide adenine dinucleotide, oxidized	-	x	x
1578	NADH_m	Metabolite	nicotinamide adenine dinucleotide, reduced	-	x	x
1579	NADP_m	Metabolite	nicotinamide adenine dinucleotide phosphate, oxidized	-	x	x
1580	NADPH_m	Metabolite	nicotinamide adenine dinucleotide phosphate, reduced	-	x	x
1581	NAMN_m	Metabolite	nicotinate/nicotinic acid mononucleotide	-	x	x
1582	NH3_m	Metabolite	ammonia	-	x	x
1583	NH4_m	Metabolite	ammonium	-	x	x
1584	NI_m	Metabolite	nickel	-	x	x
1585	nisin_m	Metabolite	nisin	-	x	x
1586	NMN_m	Metabolite	nicotinamide mononucleotide	-	x	x
1587	norfloxacin_m	Metabolite	Norfloxacin	-	x	x
1588	novobiocin_m	Metabolite	Novobiocin	-	x	x
1589	NR_m	Metabolite	Nicotinate D-ribonucleotide	-	x	x
1590	O2_m	Metabolite	oxygen	-	x	x
1591	O2edC_m	Metabolite	2'-O-ethyl-2'-deoxycytidine	-	x	x
1592	O2edCMP_m	Metabolite	2'-O-ethyl-2'-deoxycytidine monophosphate	-	x	x
1593	O2edT_m	Metabolite	2'-O-ethyl-2'-deoxythymidine	-	x	x
1594	O2edTMP_m	Metabolite	2'-O-ethyl-2'-deoxythymidine monophosphate	-	x	x
1595	O2mdC_m	Metabolite	2'-O-methyl-2'-deoxycytidine	-	x	x
1596	O2mdCMP_m	Metabolite	2'-O-methyl-2'-deoxycytidine monophosphate	-	x	x
1597	O2mdT_m	Metabolite	2'-O-methyl-2'-deoxythymidine	-	x	x
1598	O2mdTMP_m	Metabolite	2'-O-methyl-2'-deoxythymidine monophosphate	-	x	x
1599	O4edT_m	Metabolite	4'-O-ethyl-2'-deoxythymidine	-	x	x
1600	O4edTMP_m	Metabolite	4'-O-ethyl-2'-deoxythymidine monophosphate	-	x	x
1601	O4mdT_m	Metabolite	4'-O-methyl-2'-deoxythymidine	-	x	x
1602	O4mdTMP_m	Metabolite	4'-O-methyl-2'-deoxythymidine monophosphate	-	x	x
1603	O6edG_m	Metabolite	6'-O-ethyl-2'-deoxyguanosine	-	x	x
1604	O6edGMP_m	Metabolite	6'-O-ethyl-2'-deoxyguanosine monophosphate	-	x	x
1605	O6mdG_m	Metabolite	6'-O-methyl-2'-deoxyguanosine	-	x	x
1606	O6mdGMP_m	Metabolite	6'-O-methyl-2'-deoxyguanosine monophosphate	-	x	x
1607	OA_m	Metabolite	oxaloacetate	-	x	x
1608	OCDCA_m	Metabolite	octadecanoate (n-C18:0)	-	x	x
1609	OCDCEA_m	Metabolite	octadecenoate (n-C18:1)	-	x	x
1610	ODEC11GP_m	Metabolite	1-octadec-11-enoyl-sn-glycerol 3-phosphate	-	x	x
1611	ODECG3P_m	Metabolite	1-octadecanoyl-sn-glycerol 3-phosphate	-	x	x
1612	OH_m	Metabolite	hydoxide anion	-	x	x
1613	ORN_m	Metabolite	ornithine	-	x	x
1614	oxo2dA_m	Metabolite	2-hydroxy-2'-deoxyadenosine	-	x	x
1615	oxo2dAMP_m	Metabolite	2-hydroxy-2'-deoxyadenosine monophosphate	-	x	x
1616	oxo8dA_m	Metabolite	8-hydroxy-2'-deoxyadenosine	-	x	x
1617	oxo8dAMP_m	Metabolite	8-hydroxy-2'-deoxyadenosine monophosphate	-	x	x
1618	oxo8dG_m	Metabolite	8-Oxo-2'-deoxyguanosine; 8-hydroxy-2'-deoxyguanosine	-	x	x
1619	oxo8dGMP_m	Metabolite	8-Oxo-2'-deoxyguanosine monophosphate; 8-hydroxy-2'-deoxyguanosine monophosphate	-	x	x
1620	oxoethyl7dG_m	Metabolite	7-(2'-oxoethyl)-2'-deoxyguanosine	-	x	x
1621	oxoethyl7dGMP_m	Metabolite	7-(2'-oxoethyl)-2'-deoxyguanosine monophosphate	-	x	x
1622	PA120_m	Metabolite	1,2-didodecanoyl-sn-glycerol 3-phosphate	-	x	x
1623	PA140_m	Metabolite	1,2-ditetradecanoyl-sn-glycerol 3-phosphate	-	x	x
1624	PA141_m	Metabolite	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate	-	x	x
1625	PA160_m	Metabolite	1,2-dihexadecanoyl-sn-glycerol 3-phosphate	-	x	x
1626	PA161_m	Metabolite	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate	-	x	x
1627	PA180_m	Metabolite	1,2-dioctadecanoyl-sn-glycerol 3-phosphate	-	x	x
1628	PA181_m	Metabolite	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate	-	x	x
1629	PAP_m	Metabolite	Adenosine 3',5'-bisphosphate	-	x	x
1630	pCHOL_m	Metabolite	phosphoryl-choline	-	x	x
1631	PDLA5P_m	Metabolite	Pyridoxamine 5'-phosphate	-	x	x
1632	PEP_m	Metabolite	phosphoenolpyruvate	-	x	x
1633	PG160_m	Metabolite	Phosphatidylglycerol (dihexadecanoyl, n-C16:0)	-	x	x
1634	PG161_m	Metabolite	Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)	-	x	x
1635	PG181_m	Metabolite	Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)	-	x	x
1636	PGP160_m	Metabolite	Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)	-	x	x
1637	PGP161_m	Metabolite	Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)	-	x	x
1638	PGP181_m	Metabolite	Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)	-	x	x
1639	PHE_m	Metabolite	L-phenylalanine	-	x	x
1640	PhePhe_m	Metabolite	L-phenylalanyl-L-phenylalanine	-	x	x
1641	PHPYR_m	Metabolite	phenylpyruvate	-	x	x
1642	PI_m	Metabolite	phosphate	-	x	x
1643	PL5P_m	Metabolite	Pyridoxal 5'-phosphate	-	x	x
1644	POE_SORBITAN_m	Metabolite	Polyoxyethylene (20) sorbitan	-	x	x
1645	PPAA_m	Metabolite	Phosphonoacetaldehyde	-	x	x
1646	PPGPP_m	Metabolite	Guanosine 3',5'-bis(diphosphate)	-	x	x
1647	PPHG_m	Metabolite	protoporphyrinogen IX	-	x	x
1648	PPI_m	Metabolite	diphosphate	-	x	x
1649	PPIX_m	Metabolite	protoporphyrin IX	-	x	x
1650	PRO_m	Metabolite	L-Proline	-	x	x
1651	proflavine_m	Metabolite	Proflavine	-	x	x
1652	ProPro_m	Metabolite	L-prolyl-L-proline	-	x	x
1653	PRPP_m	Metabolite	5-Phospho-alpha-D-ribose 1-diphosphate	-	x	x
1654	pSER_m	Metabolite	phosphoserine	-	x	x
1655	PSIURI_m	Metabolite	pseudouridine	-	x	x
1656	PSIURIMP_m	Metabolite	pseudouridine monophoshate	-	x	x
1657	pTHR_m	Metabolite	phosphothreonine	-	x	x
1658	PTRC_m	Metabolite	putrescine	-	x	x
1659	pTYR_m	Metabolite	Phosphotyrosine	-	x	x
1660	putdT_m	Metabolite	alpha-putrescinyl-2'-deoxythymidine	-	x	x
1661	putdTMP_m	Metabolite	alpha-putrescinyl-2'-deoxythymidine monophosphate	-	x	x
1662	PYDX_m	Metabolite	Pyridoxal	-	x	x
1663	PYR_m	Metabolite	pyruvate	-	x	x
1664	R1P_m	Metabolite	alpha-D-Ribose 1-phosphate	-	x	x
1665	R5P_m	Metabolite	alpha-D-Ribose 5-phosphate	-	x	x
1666	RBFLVRD_m	Metabolite	riboflavin, reduced	-	x	x
1667	rhodamine6G_m	Metabolite	Rhodamine 6G	-	x	x
1668	RIB_m	Metabolite	D-ribose	-	x	x
1669	RIBFLV_m	Metabolite	riboflavin, oxidized	-	x	x
1670	RL5P_m	Metabolite	D-Ribulose 5-phosphate	-	x	x
1671	s2U_m	Metabolite	2-thiouridine	-	x	x
1672	s2UMP_m	Metabolite	2-thiouridine monophosphate	-	x	x
1673	s4U_m	Metabolite	4-thiouridine	-	x	x
1674	s4UMP_m	Metabolite	4-thiouridine monophosphate	-	x	x
1675	S7P_m	Metabolite	D-sedoheptulose-7-phosphate	-	x	x
1676	SALA_m	Metabolite	3-Sulfino-L-alanine	-	x	x
1677	SBT_m	Metabolite	D-Sorbitol	-	x	x
1678	SBT6P_m	Metabolite	D-Sorbitol 6-phosphate	-	x	x
1679	SER_m	Metabolite	L-Serine	-	x	x
1680	SerSer_m	Metabolite	L-seryl-L-serine	-	x	x
1681	SNGLYP_m	Metabolite	sn-glycerol-1-phosphate	-	x	x
